suhu,oksigen_terlarut,ph,berat_mean,cuaca_normal,umur,pertumbuhan_berat
25.3301068021416,8.19352620820244,8.40318776115286,2.91,1,0,0.94
25.777336496857,8.99440707778992,8.39598464321457,3.85,1,1,0.94
25.1294508794509,7.00385964535965,8.40561307664808,4.79,0,2,0.94
25.0575259515571,9.76705363321799,8.33379532871972,5.73,1,3,0.94
24.4932226679347,6.29026701996869,8.32365698991618,6.67,0,4,0.94
24.4049963256907,8.91507756025866,8.22905476554967,7.61,1,5,0.94
25.125040833428,9.67854952088781,8.12410495758058,8.55,1,6,0.94
25.0257132132132,11.7077402402402,7.95415756756757,11.37,1,9,0.940000000000001
24.5801065598809,6.11188613759007,7.91433255159087,12.31,1,10,0.94
24.6038328020441,8.0928502446618,7.86267144446581,13.25,1,11,0.94
25.1101336730773,8.61088202491455,7.81599416727335,14.19,1,12,0.940000000000001
25.369073275862,8.5946292364532,7.78785318399015,15.13,1,13,1.075
24.8238636363636,8.47472727272727,7.56867272727273,23.73,1,21,1.09
24.9823399147581,7.23709318065112,7.5694708021978,24.82,1,22,1.09
24.2232824427481,3.88333333333333,7.56273984732824,25.91,1,23,1.06
23.6302966101695,7.12377966101695,7.55237440677966,26.97,1,24,1.06
25.2263464181049,7.55821061569835,7.51597612419982,28.03,1,25,1.09
24.4140625,5.93129166666667,7.51894041666667,29.12,1,26,1.09
24.1875,2.516,7.52348,30.21,1,27,1.19
24.4064946183953,6.8912084148728,7.47213280821918,31.4,1,28,2.33
24.7344450044802,7.01640815412186,7.47435637992831,33.73,1,29,2.33000000000001
24.6380655965622,5.66389670753286,7.4501851497725,36.06,1,30,2.33
24.5677147239264,3.09886229038855,7.4384389929107,38.39,1,31,2.33
24.6053240740741,1.3950462962963,7.43449875,40.72,0,32,2.33
24.4375,0.811,7.423615,43.05,1,33,0.330000000000005
24.1268357240437,5.65615846994536,7.41346103825137,43.38,1,34,4.33
24.2764277678587,5.35179019020204,7.40060693531491,47.71,1,35,2.33
24.3894386610558,5.27828805741184,7.39086137740092,50.04,1,36,2.33
24.1549924864125,5.28538008134471,7.38344492740165,52.37,1,37,2.33000000000001
24.1524207064478,5.69196149954147,7.3668259066186,54.7,1,38,2.33
24.3899602272727,6.00537511363637,7.34198705386363,57.03,1,39,2.33
24.6268232163407,5.73051205408516,7.30108419879171,59.36,1,40,2.33
24.9237132352941,10.1235147058824,7.31553779411765,61.69,1,41,2.31
24.4625,10.7,7.281528,64,1,42,0.439999999999998
24.40625,16.6335,7.2897,64.88,1,44,0.439999999999998
24.25,14.1955,7.281755,65.32,1,45,0.440000000000012
25.15,15.2545,7.24794,65.76,1,46,0.439999999999998
24.2593878600823,4.98150823045268,7.2407694855967,66.2,1,47,0.439999999999998
24.0833333333333,5.06233333333333,7.23069,66.64,1,48,0.439999999999998
24.3898305084746,4.60495084745763,7.16987957627119,67.08,1,49,0.439999999999998
24.3153211805556,8.29150099206349,7.15303993979201,67.52,1,50,0.439999999999998
24.4459345479082,3.85938326585695,7.14001591093117,67.96,1,51,0.440000000000012
23.8859591308911,5.05522164109484,7.13258659126726,68.4,1,52,0.439999999999998
23.6712106299213,4.0264280839895,7.12854577165355,68.84,0,53,0.439999999999998
23.3008914821444,3.54289284525097,7.12044826947889,69.28,1,54,0.439999999999998
23.8272903256863,4.5107324365957,7.10168240138637,69.72,1,55,0.480000000000004
24.3800264560917,5.57806549728325,7.08746975511672,70.2,1,56,3.92999999999999
24.7375,4.47375,7.078841,74.13,1,57,3.92
24.0622916666666,2.43699666666667,7.07250506666666,78.05,1,58,3.92
23.6942806603773,2.48366037735849,7.06569147798742,81.97,1,59,3.92
24.0107954545454,3.40170909090909,7.05918009090909,85.89,1,60,3.93
24.375,1.1125,7.01581666666667,93.75,1,62,3.90000000000001
23.9625,2.7869,7.016876,97.65,1,63,3.91999999999999
24.15625,1.72483333333333,6.99160833333334,101.57,1,64,2.92
24.1875,1.808,6.98556,104.49,1,65,4.17
25.311773255814,1.49327906976744,6.93630686046512,121.17,1,69,4.03
25.015625,2.4375,6.941295,125.2,1,70,3.35000000000001
25.2916666666667,1.356,6.91595,128.55,1,71,3.34999999999999
24.72265625,1.22164583333334,6.92048979166666,131.9,1,72,3.34999999999999
24.8125,1.4555,6.894765,135.25,1,73,3.34999999999999
24.9331349206349,1.76479841269841,6.89906415873016,138.6,0,74,3.35000000000001
24.1326923076923,1.33566153846154,6.88380384615385,145.3,1,76,3.34999999999999
24.3169642857143,1.19064285714286,6.86688142857143,148.65,1,77,3.34999999999999
24.1825669037941,1.26323018292683,6.85422068089431,152,1,78,3.34999999999999
25.4039846942593,7.1939976697175,8.40646614738469,3.36,1,0,0.7
25.9388585883839,8.05223131507091,8.39524095309677,4.06,1,1,0.7
25.1224436090226,6.80920503759399,8.40560064586466,4.76,0,2,0.7
25.071059919436,9.23352165156093,8.33421394763343,5.46,1,3,0.7
24.4945016998379,6.10949359239913,8.32387128021433,6.16,0,4,0.7
24.4335696258908,6.72636448931117,8.23284857193756,6.86,1,5,0.699999999999999
25.1318207126949,8.21997126948775,8.12508038530067,7.56,1,6,0.7
24.9528985507246,8.69898260869565,7.95099939130435,9.66,1,9,0.699999999999999
24.576720876094,6.14377261962362,7.91462295427266,10.36,1,10,0.700000000000001
24.6226604278075,7.01200136919062,7.86290137732827,11.06,1,11,0.699999999999999
25.1184959349593,7.47883189493433,7.81734102908067,11.76,1,12,0.700000000000001
25.3321415022762,7.30706805766313,7.78463400758725,12.46,1,13,0.639999999999999
24.498786103687,3.7329019771609,7.76493134711171,13.1,0,14,0.890000000000001
24.0965052643539,6.92707324647781,7.72330986441449,13.99,1,15,0.890000000000001
24.625,7.666,7.72095,14.88,1,16,0.889999999999999
24.5489130434783,6.29260869565217,7.68522217391304,15.77,1,17,0.890000000000001
24.9117121848739,6.86398319327731,7.64730517647059,16.66,1,18,0.890000000000001
25.6678571428572,8.25366428571428,7.61845328571428,17.55,1,19,0.890000000000001
25.1547348484848,6.61205606060606,7.6105833030303,18.44,0,20,0.889999999999997
24.590811965812,6.75967521367521,7.58220641025641,19.33,1,21,0.890000000000001
24.9107142857143,5.14190909090909,7.57480474025974,20.22,1,22,0.890000000000001
24.2371926229508,3.10918032786885,7.56291330601093,21.11,1,23,0.890000000000001
23.6186131386861,5.00711678832117,7.55305627737226,22,1,24,0.890000000000001
25.3489583333333,3.87797222222222,7.51928798611111,22.89,1,25,0.890000000000001
24.6693948412698,5.83817460317461,7.51512126984127,23.78,0,26,0.890000000000001
24.0295608108108,3.75078378378378,7.52176216216216,24.67,0,27,0.829999999999998
24.4123744419643,6.13544709821429,7.4719629375,25.5,1,28,1.5
24.7394452335859,5.59147190656565,7.47413600378788,27,1,29,1.5
24.6376491543095,4.75006035681186,7.45031145736793,28.5,1,30,1.5
24.5624007520374,2.61771481004314,7.43829150227709,30,1,31,1.5
24.6053240740741,1.3950462962963,7.43449875,31.5,0,32,1.5
24.4375,0.811,7.423615,33,1,33,1.5
24.1118251011773,5.20428699411332,7.41236026747609,34.5,1,34,1.5
24.2771683324206,4.84228933917488,7.40070462668857,36,1,35,1.5
24.3902980831709,5.1332101445744,7.39088355474334,37.5,1,36,1.5
24.1543568006282,5.0413777844375,7.38338218039665,39,1,37,1.5
24.1369221446022,4.71414460222934,7.36288676133761,40.5,1,38,1.5
24.5430161986488,4.98444450320731,7.33873552229767,42,1,39,1.5
24.4507135781561,3.86466403709887,7.30897741426278,43.5,1,40,1.5
24.9276960784314,8.39811764705882,7.31596058823529,45,1,41,1.5
24.4375,7.874,7.27759333333333,46.5,1,42,1.46
24.5625,5.519,7.27608,50.88,1,45,1.46
25.28125,10.464,7.251115,52.34,1,46,1.45999999999999
24.2836582568807,4.19073250327654,7.24090051114023,53.8,1,47,1.46
24.0833333333333,5.06233333333333,7.23069,55.26,1,48,1.46
24.5034213569776,4.42109483423284,7.16833023130301,56.72,1,49,1.46
24.3208948527124,7.29291285685228,7.1513484842303,58.18,1,50,1.46
24.501213592233,3.1907360988526,7.1406486054722,59.64,1,51,1.37
23.8908593170671,4.77150267850025,7.13178487841647,61.01,1,52,1.55
23.6597420851129,3.88482068623983,7.12795248137496,62.56,1,53,1.45999999999999
23.3672286362726,3.42486252333084,7.11973456416772,64.02,1,54,1.46000000000001
23.8603463542629,4.36634617605217,7.10154154214241,65.48,1,55,1.52
24.4051414320136,5.27863314611458,7.0888203700047,67,1,56,3.59999999999999
24.7284226190476,3.70754613095238,7.07618965773809,70.6,1,57,3.60000000000001
24.0571986607143,2.65109598214285,7.07178859375,74.2,1,58,3.59999999999999
23.7020293959008,2.33067826321468,7.06618074973031,77.8,1,59,3.60000000000001
23.9284420289856,2.91305072463768,7.05671735507246,81.4,1,60,3.59999999999999
24.3526785714286,2.02328571428571,7.01895142857143,88.6,1,62,3.60000000000001
23.99296875,2.2294125,7.013472875,92.2,1,63,3.59999999999999
24.1614583333333,2.85925,6.99350083333334,95.8,1,64,3.60000000000001
24.1875,1.808,6.98556,99.4,1,65,3.6
25.6666666666667,1.60666666666667,6.92048666666667,113.8,1,69,3.60000000000001
24.69375,1.9119,6.9347125,117.4,1,70,3.09999999999999
25.2740384615385,1.68215384615385,6.92339769230769,120.5,1,71,3.09999999999999
24.721875,1.34784333333334,6.91838613333334,123.6,1,72,3.10000000000001
24.80625,1.5149,6.904753,126.7,1,73,3.10000000000001
24.9331349206349,1.76479841269841,6.89906415873016,129.8,0,74,3.09999999999999
24.1326923076923,1.33566153846154,6.88380384615385,136,1,76,3.09999999999999
24.3125,1.36744444444444,6.86433518518519,139.1,1,77,3.09999999999999
24.1852649143046,1.27863727752142,6.85408434080422,142.2,1,78,3.09999999999999
24.1951694139194,5.32246703296703,7.31011250915751,3.2,1,0,0.61
25.0596662468514,5.87261712846348,7.29318793450882,3.81,1,1,0.61
24.5978172174623,4.61286495308038,7.29481197633619,4.42,0,2,0.61
23.875,7.168,7.31694,5.03,1,3,0.609999999999999
23.8560977066412,4.4916362267315,7.32056855549076,5.64,0,4,0.61
23.7037281680722,4.99014247629907,7.31645090549388,6.25,1,5,0.61
24.4955368305601,5.66073097949628,7.30179938198991,6.86,1,6,0.61
24.1559903047091,6.55237673130194,7.30036429362881,8.69,1,9,0.610000000000001
23.8416209457747,5.08394118313414,7.29808111971444,9.3,1,10,0.609999999999999
24.43125,4.73675,7.320798,9.91,1,11,0.609999999999999
24.2548928801546,5.41360720575601,7.31282796998497,10.52,1,12,0.610000000000001
24.6313454468326,5.1677235778927,7.4260603801713,11.13,1,13,0.569999999999999
23.875,4.892,7.171675,11.7,0,14,1.28
24.072337962963,5.66752777777778,7.38261268518519,12.98,1,15,1.28
23.75390625,6.531875,7.310413125,15.54,1,17,1.28
24.1797440273038,5.77564313993174,7.30471906109215,16.82,1,18,1.28
24.6647891523226,5.49345357119303,7.30339004726418,18.1,1,19,1.28
24.1413036437724,5.83207180374977,7.30787538828434,19.38,1,20,1.28
23.8198094315246,5.2921122997416,7.31169473979328,20.66,1,21,1.28
24.1946298934294,5.44990458230021,7.31087367687869,21.94,1,22,1.28
23.6759196687785,5.21502056313761,7.31558894047102,23.22,0,23,1.28
23.5425974847239,5.33512988482238,7.31694667197707,24.5,1,24,1.28
24.3609784745102,5.34077933922468,7.31105778107584,25.78,1,25,1.28
23.9051460877763,5.71456379198058,7.31272082710877,27.06,0,26,1.28
23.375,5.08,7.36687,28.34,1,27,1.26
23.5005612717937,5.56714583267745,7.35601757296041,29.6,1,28,0.889999999999997
23.8308887650124,5.67853945160721,7.32339435259184,30.49,1,29,0.890000000000001
23.7987299675049,5.58717803995421,7.32736652865477,31.38,1,30,0.890000000000004
24.4375,5.08,7.37444,32.27,1,31,0.889999999999993
23.9110576923077,6.37511538461538,7.31170230769231,33.16,1,32,0.890000000000001
23.65625,5.08,7.32375,34.05,1,33,0.890000000000001
23.6953125,3.875375,7.31353375,34.94,1,34,0.890000000000001
24.0240384615385,5.13776923076923,7.22335538461538,35.83,1,35,0.890000000000001
23.8813405797101,5.25407246376812,7.06726782608696,36.72,1,36,0.890000000000001
23.3271341463415,4.83676402439024,7.07261740243903,37.61,1,37,0.890000000000001
23.2655504306832,4.41006751251309,7.29591871435223,38.5,1,38,0.890000000000001
23.5269829904138,4.82457205206141,7.21330907639051,39.39,1,39,0.890000000000001
23.8723891437308,5.09067626911315,7.36249123070336,40.28,1,40,0.829999999999998
23.7728179727469,5.1288481257379,7.41869954761905,41.11,1,41,0.890000000000001
23.6251822141764,5.10450686286314,7.37876473473056,42,1,42,0.520000000000003
24.0138888888889,5.48563663663663,7.23100138138138,42.52,1,43,0.519999999999996
23.8471853969674,4.9268596984411,7.32826040158163,43.04,0,44,0.520000000000003
23.7265625,4.79425,7.41567,43.56,1,45,0.519999999999996
24.3230346740171,4.82092289504953,7.24586974489968,44.08,1,46,0.520000000000003
23.9137670611348,5.08633088618066,7.31600979762558,44.6,1,47,0.519999999999996
23.4583333333333,5.56166666666667,7.41226666666667,45.12,1,48,0.520000000000003
23.7880291005291,5.11609722222222,7.43831406746032,45.64,1,49,0.519999999999996
23.5937162111585,5.08261970745448,7.44675486715129,46.16,1,50,0.520000000000003
23.0456730769231,5.08,7.51824307692308,46.68,1,51,0.520000000000003
23.2122553965172,5.01720925996869,7.43582660783851,47.2,1,52,0.519999999999996
22.9342452915806,5.0995895655454,7.36902561845007,47.72,0,53,0.520000000000003
22.9661420204978,5.08546412884334,7.31332311859444,48.24,1,54,0.519999999999996
23.1635542716296,5.06987839019541,7.31990852166337,48.76,1,55,0.539999999999999
23.6531859034193,5.06566066926847,7.34539854055471,49.3,1,56,7.71
23.8288493884512,5.05008817875648,7.30765474583561,57.01,1,57,7.71
23.5264973367767,5.06850234900692,7.27512245062799,64.72,0,58,7.71000000000001
23.0803623043535,5.0516752111224,7.25443313511352,72.43,1,59,7.70999999999999
23.1069459459459,5.08159027027027,7.27389209513514,80.14,1,60,7.71
23.3166546242775,4.97895375722543,7.27575393063584,95.56,1,62,7.70999999999999
23.1231122172559,5.02682744141948,7.17844461488104,103.27,1,63,7.71000000000001
23.2721536466582,5.001296555274,7.14369585547989,110.98,1,64,7.70999999999999
23.39453125,4.966125,7.170254375,118.69,1,65,7.71
24.0794409845789,5.05351601423487,7.28587954033214,149.53,1,69,7.77000000000001
23.7488143889396,5.00207493992622,7.37811695383627,157.3,1,70,0.849999999999994
23.6898602967572,4.99832861074549,7.23190462555343,158.15,1,71,0.849999999999994
23.9714787179019,5.03130360837289,7.20025585132738,159,1,72,0.849999999999994
23.9701685622722,5.03469511122282,7.13258227233882,159.85,1,73,0.849999999999994
24.0275132665095,5.00376839622641,7.12021612449461,160.7,0,74,0.850000000000009
23.2904328018223,4.99361503416857,7.14742548974943,162.4,1,76,0.849999999999994
22.8994779511444,5.00452661716773,7.21960254658579,163.25,1,77,0.849999999999994
23.2739599387079,5.02238680005668,7.18277444146251,164.1,1,78,0.849999999999994
24.625,4.817,8.01148,6.23,1,4,0.79
26.25,6.888,8.05354066666667,7.81,1,6,0.79
25.1279932950192,7.73067049808429,7.94844201149425,10.18,1,9,0.790000000000001
24.7484840719742,6.04230296198668,7.92834123077794,10.97,1,10,0.789999999999999
24.1709956709957,6.61395670995671,7.90740380952381,11.76,1,11,0.79
25.8920855379189,7.04041798941799,7.82756955908289,13.34,1,13,0.76
24.6675493324897,7.10227990238312,7.82647678302743,14.1,0,14,2.22
24.3412176059235,8.70947228506787,7.81700104483752,16.32,1,15,2.22
24.8090277777778,3.51933333333333,7.78273444444445,20.76,1,17,2.22
25.1002252252252,5.37776455724017,7.75377068885959,22.98,1,18,2.22
25.5883238912119,5.74414175315463,7.73254632886583,25.2,1,19,2.22
25.0410553226626,4.96627654979675,7.71787488821138,27.42,1,20,2
24.7801535087719,8.45513596491229,7.6861848245614,29.42,1,21,2.22
25.3759704614373,5.10829156771766,7.6842943368894,31.64,1,22,0.219999999999999
24.4682305247719,5.99485536179921,7.67965815623642,31.86,0,23,0.219999999999999
25.1481164383562,7.66124657534246,7.66666479452055,32.08,1,24,0.219999999999999
25.3299844376854,6.74044059065934,7.64905712279784,32.3,1,25,0.220000000000006
24.940969279661,4.88572002118644,7.64017820100636,32.52,0,26,0.219999999999999
24.3125,5.041,7.755,32.74,1,27,12.46
25.4166666666667,3.318,7.61351333333333,45.2,1,28,1.89
24.9791666666667,8.46666666666667,7.53331666666667,47.09,1,29,1.88999999999999
25.1875,3.437,7.60329833333333,48.98,1,30,3.78
24.28125,1.542,7.775425,52.76,1,31,0
24.7189290830946,6.32491977077364,7.58890793696275,52.76,1,32,0
24.2199740443606,4.34037891300928,7.58458224516282,52.76,1,33,1.89
24.6029769137303,4.22617010935601,7.58916825030377,54.65,1,34,1.89
24.5908586963897,4.81705519815418,7.58726902464203,56.54,1,35,1.94
24.6875241477583,5.83821260738409,7.55987862865324,58.48,1,36,1.89
24.4545703777384,4.61141411730033,7.5479693578937,60.37,1,37,1.87
24.4329435455689,6.44031428746156,7.53798170672875,62.24,1,38,1.88999999999999
24.6943688512153,5.69162622995096,7.52096293469909,64.13,1,39,0.945
24.7174653287258,7.12978149906627,7.49801391671807,66.02,1,41,5.58
24.7364924502848,6.36162892566593,7.44617502364386,71.6,1,42,6.32000000000001
24.9432571078939,5.93727992238006,7.38554144796084,77.92,1,43,6.31999999999999
24.8798214743787,4.34824771981829,7.50436083274867,84.24,1,44,6.32000000000001
25.2989864864865,6.09918918918919,7.53188513513514,90.56,1,45,6.31999999999999
25.3297668426345,4.55172016926428,7.70184573236132,96.88,1,46,6.32000000000001
24.9704590096144,4.47823601655073,7.60979784085426,103.2,1,47,3.16
24.8895746887967,3.52282323651452,7.67003532780083,109.52,1,49,6.3
24.7201934168386,3.22966623737922,7.61251739941375,115.82,1,50,6.34
24.6268937937782,5.1224307079266,7.66122388089696,122.16,1,51,6.31999999999999
24.4856426065045,3.60257205393108,7.7081401854814,128.48,1,52,6.32000000000002
24.0500244388426,4.70145212066756,7.71666491067239,134.8,0,53,6.31999999999999
23.6939449715332,5.10478785760345,7.72510918035481,141.12,1,54,6.31665608465599
24.1950520623506,4.81426153412296,7.58709437006151,147.436656084656,1,55,12.663343915344
24.6907443403332,3.83635912192096,7.56834336164274,160.1,1,56,3.26000000000002
24.8870498333903,3.32595616883117,7.56307530943837,163.36,1,57,3.25999999999999
24.6062622822392,3.5312521616741,7.58551304509241,166.62,0,58,3.25999999999999
24.0999293663399,3.64251309671776,7.57903859921895,169.88,1,59,3.25999999999999
24.0953852749198,4.00432423387543,7.56052103136409,173.14,1,60,1.63000000000001
24.6455479452055,3.07430479452055,7.54187253424658,176.4,1,62,3.25999999999999
24.2997702768929,3.24877790982603,7.55672758123009,179.66,1,63,3.25999999999999
24.2935053203596,2.74647686923865,7.55596520043814,182.92,1,64,3.26000000000002
24.3419117647059,1.54976470588235,7.60666294117647,186.18,1,65,0.814999999999998
25.4223515248796,2.52140329052969,7.53130660914928,189.44,1,69,16.36
25.3928345859913,2.50525908545444,7.53005001275816,205.8,1,70,2.56
25.2304957808533,1.88962907601932,7.53284515532434,208.36,1,71,2.55999999999997
25.2343294573643,1.54801182170543,7.51892628348837,210.92,1,72,2.56
25.4906045751634,2.17826797385621,7.53930586601308,213.48,1,73,2.56
25.4380255681818,1.68803772727272,7.60485390454545,216.04,0,74,1.28
24.5905898876405,1.76638202247191,7.4982097752809,218.6,1,76,2.56
24.183392528282,1.47557671665351,7.50610899289661,221.16,1,77,2.56999999999999
24.6199455029537,1.44976162742324,7.54776037024711,223.73,1,78,2.56999999999999
